question,answer,passage
나이는 주의력에 어떤 영향을 미치거나 무의식적인 실명에 미치는 영향이 있다,True,"2015년 연구에서는 카리 스토트, 월터 부트, 다니엘 시몬스가 2011년 그레이엄과 버크의 연구 결과를 모두 복제하고 연장하려 했고, 2000년 스티븐 대부분과 동료들이 연령별로 다양한 515명의 참가자를 표본으로 이번 연구에서 참가자들은 다수의 검은색 이동 물체를 무시하면서 수직적인 디스플레이의 중간 지점을 넘어선 흰색 움직이는 물체의 수를 계산하는 것이 임무를 맡았다. 이 사건의 예상치 못한 대상은 수직적인 미드포인트(참가자 간 조작)에서 다양한 거리에서 디스플레이를 비정상적으로 넘나드는 회색 크로스였다. 이들은 전반적으로 그레이엄과 버크의 발견을 재현하는 연령대로 의식불명의 감수성이 높아진다는 사실을 발견했다. 실제로 이들은 만 10세마다 1.3배 증가하는 경우가 발견되면서 무의식적 실명을 보일 확률이 높아졌다. 관찰자의 관심 초점과 예상치 못한 대상 사이의 거리가 늘어나면서 대부분의 발견과 동료들로부터 재현될 확률도 높아진다는 것도 이들은 밝혔다. 다만 이들은 나이가 무의식적으로 지닌 관계가 예상치 못한 대상의 거리와 관심의 초점에서 변하지 않는 기능으로 변화하지는 않는다고 판단해 유용한 시각이 나이와 무관심 관계를 중재하는 것은 아니라는"
세계 최초의 언어로는 무례하게 말하는 것,False,산스크리트는 언어의 인도유럽 가족 소속이다. 현재 프로토-인도-유럽어로 불리는 공통 뿌리 언어에서 발생할 가능성이 높은 고대 3개 언어 중 하나다.
작은 종으로 여겨지는 잭 캐슬,True,잭 테리어는 여우 사냥의 기원이 있는 작은 사냥꾼이다. 주로 흰색으로 단단하고 부드럽고 거칠거나 깨진 코트지만 어떤 색이든 갈 수 있다.
공군은 전투기 보호자와 함께 하나의 여행을 한다,False,공군은 대개 미국을 상대로 대통령 항공기를 호위하는 전투기가 없지만 세계무역센터 공격 과정에서 예를 들어 발생했다.
캘리포니아에서 AR15를 소유하는 것이 합법적인 것이다,False,"1989년 로버티-로스 폭행무기관제법이 캘리포니아 주에서 이름으로 컬트 AR-15 소총을 금지했다. 캘리포니아의 2000년 폭행 무기 금지 조치는 추가로 진행되었으며 부시 교장, PWA, 올림픽 팔레스 등 다른 제조업체들이 만든 AR-15를 명목으로 금지했다."
전국적인 애국가와 스타가 같은 현수막을 내걸고 있다,True,"'스타-스프 버너'는 미국의 국가주석이다. 이 가사는 지난 9월 14일 작성된 시인 'M'Henry 포트의 방어'에서 35세의 당시 변호사와 아마추어 프란치스코트 키가 1885년 발바르시아 전쟁 때 영국 해군 함정에 의해 맥헨리 포트를 추모한 뒤 시인으로부터 나온 것이다. 키는 미국의 대형 깃발에 영감을 받았으며, 미국 승리 당시 스타 15명과 스타-스프 버너로 알려진 15개의 스타들이 요새 위로 날아가는 모습을 보였다."
이탈리아에는 국제 공항이 있다,True,"나폴리스 국제공항(IATA: ICAO: LIRN) (이탈리아: 에어로포르토 인터내셔널 나폴리)은 이탈리안 내륙에서 근무하는 국제 공항이다. 나폴리시노 카포디치노 지역에 있는 도시 북동쪽 3.2NM(5.9㎞, 3.7mi)이 위치해 있다. 공항에는 터미널 1호기가 예정된 항공편으로, 공항에서 멀리 떨어져 있는 2터미널은 전세 운항에 사용된다."
일년 내내 카드부리 크림 알을 살 수 있습니다,False,극계란은 1월 1일부터 부활절 사이에 연간 가능하다. 1980년대 영국에서는 캐드베리가 연중 가능한 극우를 만들었으나 매출이 감소하면서 계절적 이용 가능성으로 돌아섰다.
동성애자 염색체는 같은 성격의 정보를 가지고 있다,True,"동성 염색체 부부 또는 동성애자는 메이오시스 기간 동안 세포 안에서 서로 짝을 이루는 한 모녀 한 가지, 반짝이는 크로로무 한 세트다. 홈로그는 각 염색체에 따라 포인트를 제공하는 동일한 로시에서 같은 유전자를 가지고 있는데, 메이오시스 기간 중 분리하기 전에 염료 한 쌍이 서로 정확하게 조화를 이룰 수 있다. 유전자 물질의 상속 패턴을 유기체에서 주어진 시간과 영역에서 자녀의 육아 발달 세포로 특징화하는 멘델리안 상속의 근거다."
미시간은 축구에서 국가대표 우승을 거둔 적이 없다,True,"미시간은 1980년 미시간에 대륙축구에서 경쟁하기 시작했다 월버린들은 1896년 창립 당시 빅텐 콘퍼런스에 가입했으며, 1907년부터 1916년까지 공백 이외에도 회원들이 있었다. 미시간은 42개의 리그 우승을 거두거나 공유했으며, 1936년 AP POLL이 출범한 이후 총 38차례 상위 10위권에서 마무리됐다. 월버린스는 최근 1997년 대표팀이 최종 AP POLL에서 투표했던 11개 대회를 주장하고 있다."
웨이터를 어떻게 대하는지 사람에 대해 많이 이야기할 수 있다,True,"기준규칙은 '기준자' 등 직원이나 서비스 종사자를 어떻게 취급하느냐에서 진정한 성격을 구체화할 수 있다는 공통된 믿음을 말한다. 그 규정은 윌리엄 H 스완슨의 33개 미필경영 규칙 중 하나였는데, 데이브 바리의 버전에서 '너에게 친절하면서도 웨이터에게 무례하면 좋은 사람이 아니다'라고 복사한 것이다."
북아메리카에 토착한 어떤 외국인도 있다,True,"미국 내에서는 탐파베이 지역까지 북쪽으로 최소 2마리가 발견됐지만 미국인 고래의 유통은 플로리다 남쪽 끝으로 제한되어 있다. 2,000명으로 추정되는 현재의 미국 인구는 1970년대 수백명에서 상당한 회복세를 보이고 있다."
렉스 루저는 슈퍼맨이 작은 빌에 누구인지 알고 있다,True,시즌 7에서는 렉스의 어둠 속으로 내려가는 모습을 드러내기 전까지는 데일리 플래닛의 새로운 편집자인 그랜트 가브리엘(마이클 캐시디)과 동생 같은 관계를 갖고 있다. 렉스가 데일리 플래닛을 구매한 뒤 렉스를 통제하지 못하게 하려는 그랜트는 그의 동생의 클론을 살해하고 실패한 강도로 무대에 올랐다. 이어 렉스는 이전 상징들이 아버지가 속한 비밀 조직 베리타스와 연결돼 있음을 발견했다. 베리타스 회원들은 1989년 기상 소나기 중 '여행자'로 알려진 외국인 방문객이 소빌에 도착할 것이라는 사실을 알게 되었다. 이때 렉스는 리오넬이 여행자의 존재를 은폐해 온 것을 깨닫고 이후 자신의 아버지를 죽인다. 그는 결국 베리타스 회원들이 여행자를 통제할 수 있는 수단을 알고 있었기 때문에 렉스가 장치를 찾기 위해 나선다는 것을 알게 됐다. 루저 저택에 있는 벽난로 위에서 그가 발견한 기기는 렉스가 클락크에게 맞서는 고독의 성으로 이어지고 있다. 최종적으로 클락의 비밀을 발견한 렉스는 클락과 자신을 둘러싼 포트레스를 내려오기 위해 레크스를 이용하고 있다.
바 시험을 치르려면 대학 학위가 있어야 합니다,True,"입학을 원하는 변호사들은 사법학교가 승인한 로스쿨에서 주리스 박사학위를 받아야 하고, 이후 이를 통해 관리하는 바 시험을 통과시켜야 한다. 일반적으로 배경 점검이 포함된 캐릭터와 피트니스 평가도 있다. 다만 이런 요건마다 예외가 있다. 한 상태에서 인정받는 변호사는 다른 어떤 상황에서도 자동으로 실천이 허용되지 않는다. 일부 주들은 다른 주의 변호사들이 또 한 번의 전면 시험에 앉지 않고 실천할 수 있도록 하는 합의를 가지고 있다. 그러한 합의는 주들 사이에서 크게 다르다"
시즌 2회가 열릴 예정이다.,True,같은 이름의 마블 코믹스 캐릭터를 바탕으로 한 미국 웹 텔레비전 시리즈 아이언 피스트의 두 번째 시즌은 철골의 힘을 불러일으킬 능력이 있는 무술 전문가 대니 랜드 앤드 파이스트를 따르고 있다. 마블 시네마틱 우주(MCU)에 설정돼 영화 등 프랜차이즈의 텔레비전 시리즈와 연속성을 공유하고 있다. 시즌은 마블 텔레비전이 ABC 스튜디오와 연계해 제작하며 레이븐 메츠너가 쇼러너로 활동하고 있다.
캐나다에서 통행료 무료 번호는 844번이다,True,"미국과 캐나다 등 북미 번호계획에 참여하는 국가에서는 무료 전화번호가 800, 833, 844, 855, 866, 877, 888이라는 지역 코드 중 하나를 갖고 있다."
다른 어느 나라에서도 낮 저축 시간이 있다,True,북미와 유럽의 대부분 지역과 중동의 일부 지역은 대낮 저축시간(DST)을 관찰하는 반면 아프리카와 아시아는 대다수 지역이 아니다. 남미에서는 적자 인근 북쪽 대부분의 국가들이 DST를 관찰하지 않는 반면 파라과이와 브라질 남부 지역은 그렇다. 뉴질랜드와 호주 남동부 일부가 DST를 관찰하는 가운데 대부분의 다른 지역은 그렇지 않은 상황에서 오세아니아에서 대낮 시간을 절약하는 관행도 엇갈리고 있다.
타자 한 명도 뒤로 물러설 수 없었다,True,"존 사무엘 미어(11월 2일, 1914년 10월 6일, 97년 11월6일)는 미국 프로야구 선수였다. 그는 신시내티 레드에 특히 투수로 메이저리그에서 뛰었다. 밴드미어는 메이저리그 역사상 유일한 투수로 2연속 무안타를 던진 것으로 가장 유명하다. 인상적인 메이저리그 경력이 시작된 후 투구의 정확도를 조절하는 문제를 겪었고, 이후 경력은 일관되지 않은 활약으로 표시됐다."
바닷가에 검은색 자전거 일주일이 있다,True,"대서양 해변 바이크페스트, 블랙 바이커스 위크라고도 불리는 블랙바이크 위크는 주말 기념일에 열린 남캐롤라이나주 미어터 비치에서 연례 오토바이 집회다. 음악을 위해 찾아와 사회화하고 해변을 즐기는 많은 비모터사이클링 관람객들을 끌어들이기 위해서 진화한 것이기 때문에 가끔 블랙필인 더블랭크 위크라고도 한다. 오토바이 레이싱, 콘서트, 파티, 거리축제 등이 행사다. 사우스캐롤라이나주 대서양해수욕장의 아이린 암스트롱 시장의 말씀으로 제프리 게리먼의 '일대일 행사', '전시자의 천국'으로 불리는 블랙바이크 위크는 '승마, 스타일링, 프로파일링'이다."
같은 사람과 같은 정적 충격과 검은 번개,False,납치에 앞서 정의리그 멤버 블랙라이트닝과 함께 스테이티드 팀이 에마네스트 헤밍웨이 고졸 기조연설자 역할을 하던 중 슈퍼히어로를 살해하려 했던 전 피드시그룹 홀로코스트를 막기 위해 팀을 구성한 사실이 최근 드러났다.
풀리지 않는 유리 같은 것이 있다,True,"깨지지 않은 유리는 유리, 유리 대용으로 유리의 정상적인 유리성을 표시하지 않는다. 일반적으로 용어는 절대 불안정한 것을 가리키는 데 사용되지 않고 있다."
액체 라텍스는 접착제로 사용할 수 있다,True,라텍스가 건조하면서 매우 끈적끈적해지고 우발적으로 접히면 자신을 고집할 것이다. 대부분의 제조업체들은 모델의 팔다리의 움직임을 허용할 수 있는 끈기를 빼앗기 위해 건조하면 라텍스에 슬릭 스프레이를 제공한다. 대체로 말린 액체 라텍스 위에서 분말 분말을 먼지로 만들어 금속 효과를 낼 수 있다. 액체 라텍스의 끈적임에 한 가지 장점은 지퍼 등 페인트에 물건을 붙이는 접착제 역할을 할 수 있다는 점이다.
텍사스에서 자신의 차에 권총을 들고 다니는 것은 불법이다,False,"지사님 페리도 H.B.에 서명했다. 2007년 1888년까지 통과된 후 주민 모든 텍사스 주민이 CHL이나 기타 허가 없이 주민의 모터 차량에 핸드건을 실을 수 있도록 한 법안이 발의됐다. 이 법안은 사실상 자신이 소유하거나 통제하는 자동차를 타고 있거나 자신의 집에서 그 차로 직행하면서 휴대전화를 들고 다닐 수 있도록 규정한 '무기를 불법으로 옮기지 않는다'는 내용을 담은 법안 46조 2항을 개정했다. 그러나 차량에서 적법하게 운반하는 동안 이 네 가지 비판적인 적법성을 요구하고 있다. (1) 이 무기는 국가나 연방법에 의해 화기총을 포함하는 것을 금지할 수 없으며, (2)이 범죄 조직의 일원이 될 수는 없다."
시베인 디바를 운반하는 것이 합법적인 것이다,True,"스코틀랜드와 영국, 웨일스에서는 스코틀란드의 국가 드레스의 일환으로 입었을 때 시웨이 듀브가 합법적이다. 스코틀랜드에서는 1995년 형법(통합)에 따른 법률이 있다. 49, 서브 체크 영국과 웨일스에서는 1988년 형사재판법(제139조)과 1996년 공격무기법(제4조)에 따라 5(c)를 적용했다."
